last_name,first_name,gender,country,date,competition,round,location,apparatus,rank,difficulty,execution,penalty,score,full_name
Clenaghan,Mc,M,IRL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,1,6.4,8.9,0,15.3,Mc_Clenaghan
Clenaghan,Mc,M,IRL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,1,6.3,8.933,0,15.233,Mc_Clenaghan
Clenaghan,Mc,M,IRL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PH,1,6.4,8.7,0,15.1,Mc_Clenaghan
Clenaghan,Mc,M,IRL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,3,6.4,8.533,0,14.933,Mc_Clenaghan
Clenaghan,Mc,M,NIR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PH,2,5.6,8.533,0,14.133,Mc_Clenaghan
Clenaghan,Mc,M,NIR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,2,5.7,8.65,0,14.35,Mc_Clenaghan
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,NA,4.5,7.9,0,12.4,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,NA,4.6,8.15,0,12.75,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",HB,NA,4.7,8.55,0,13.25,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",HB,NA,4.7,7.35,0,12.05,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PB,NA,4.9,8.85,0,13.75,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PB,NA,4.9,7.8,0,12.7,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PH,NA,5,8.15,0,13.15,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PH,NA,5,7.85,0,12.85,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",SR,NA,4.3,8.35,0,12.65,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",SR,NA,4.3,7.8,0,12.1,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,NA,4.8,8.35,0.1,13.05,Caden_Clinton
Clinton,Caden,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,NA,4.8,8.45,0,13.25,Caden_Clinton
Cobb,Reece,F,NZL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,133,5.1,4.933,0.1,9.933,Reece_Cobb
Cobb,Reece,F,NZL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,117,4.1,7.666,0.1,11.666,Reece_Cobb
Cobb,Reece,F,NZL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,88,4.2,7.633,0,11.833,Reece_Cobb
Cobb,Reece,F,NZL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,124,3.6,8.466,0,12.066,Reece_Cobb
Cobb,Reece,F,NZL,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",BB,12,4.9,6.733,0.1,11.533,Reece_Cobb
Cobb,Reece,F,NZL,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",FX,9,4.2,7.466,0.2,11.466,Reece_Cobb
Cobb,Reece,F,NZL,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",UB,10,4.4,7.366,0,11.766,Reece_Cobb
Cobb,Reece,F,NZL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,56,5.2,7.166,0,12.366,Reece_Cobb
Cobb,Reece,F,NZL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,138,4.4,6.766,0.1,11.066,Reece_Cobb
Cobb,Reece,F,NZL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,133,4.3,6.5,0,10.8,Reece_Cobb
Cobb,Reece,F,NZL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,151,3.2,8.533,0.3,11.433,Reece_Cobb
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,NA,4.5,7.8,0,12.3,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,NA,4.6,8.7,0,13.3,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",HB,NA,3.7,7.45,0,11.15,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",HB,NA,3.8,8.3,0,12.1,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PB,NA,4.4,8.7,0,13.1,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PB,NA,4.4,8.7,0,13.1,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PH,NA,4,6.8,0,10.8,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PH,NA,3.7,7.3,0,11,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",SR,NA,4.7,7.9,0,12.6,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",SR,NA,4.7,8.3,0,13,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,NA,4.8,8.85,0,13.65,Asher_Cohen
Cohen,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,NA,4.8,9.1,0.1,13.8,Asher_Cohen
Cohen,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",HB,24,4.3,8.6,0,12.9,Asher_Cohen
Cohen,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PB,69,5,7,0,12,Asher_Cohen
Cohen,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PH,72,3.9,7.65,3,8.55,Asher_Cohen
Cohen,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",SR,17,4.7,8.45,0,13.15,Asher_Cohen
Cohen,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",VT,53,4.8,8.6,0.1,13.3,Asher_Cohen
Colak,Ibrahim,M,TUR,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",SR,2,6.1,8.666,0,14.766,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",SR,2,6.1,8.566,0,14.666,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,20,4.9,7.266,0,12.166,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",SR,1,6.1,8.666,0,14.766,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",SR,2,6.1,8.6,0,14.7,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",SR,1,6.1,8.633,0,14.733,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",SR,3,6.1,8.366,0,14.466,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",SR,3,6.1,8.3,0,14.4,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",SR,2,5.9,8.95,0,14.85,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",SR,4,6.1,8.533,0,14.633,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",SR,1,6.1,8.9,0,15,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",SR,8,6.1,7.366,0,13.466,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,4,6.1,8.5,0,14.6,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",SR,5,6.1,8.6,0,14.7,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",SR,7,6.1,8.5,0,14.6,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,27,5,8.25,0,13.25,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,39,4.5,8,0,12.5,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,21,4.9,8.85,0,13.75,Ibrahim_Colak
Colak,Ibrahim,M,TUR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,1,6.2,8.4,0,14.6,Ibrahim_Colak
Conradie,Lisa,F,RSA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",BB,34,4.2,6.133,0,10.333,Lisa_Conradie
Conradie,Lisa,F,RSA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,38,3.1,7.7,0,10.8,Lisa_Conradie
Conradie,Lisa,F,RSA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",UB,27,3.9,7,0,10.9,Lisa_Conradie
Conradie,Lisa,F,RSA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,39,3.4,8.366,0,11.766,Lisa_Conradie
Consoli,Adriana,F,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",UB,22,4.7,6.05,0,10.75,Adriana_Consoli
Consoli,Adriana,F,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",VT,NA,4.2,8.45,0,12.65,Adriana_Consoli
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,32,4.1,5.85,0.1,9.85,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,12,4.3,7.75,0,12.05,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,18,4.3,8.2,0,12.5,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,27,3.6,6.1,0.3,9.4,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,6,5.2,8.65,0,13.85,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,8,5.2,8.65,0,13.85,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT2,8,4.8,7.7,0.1,12.4,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,49,5.8,5.033,0,10.833,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,38,4.3,7,0,11.3,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,43,3.3,7.2,0,10.5,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,62,3,5.633,0,8.633,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",FX,36,4.6,6.666,0,11.266,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",HB,28,4.3,7.166,0,11.466,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",PB,28,4.4,6.566,0,10.966,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",PH,49,3.9,5.6,0,9.5,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",FX,NA,5.1,7.833,0,12.933,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",HB,NA,3.3,6.933,0,10.233,Wilfry_Contreras
Contreras,Wilfry,M,DOM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",PB,NA,4.3,7.6,0,11.9,Wilfry_Contreras
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_final,"Birmingham, England",FX,7,5.5,7.6,0,13.1,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,17,5.4,7.2,0,12.6,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_final,"Birmingham, England",HB,15,5,7,0,12,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_final,"Birmingham, England",PB,13,4.9,7.3,0,12.2,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,31,4.9,7.3,0,12.2,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_final,"Birmingham, England",PH,15,5,6.8,0,11.8,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,19,5,7.3,0,12.3,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_final,"Birmingham, England",SR,6,5.2,7.8,0,13,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,27,5.2,6.9,0,12.1,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_final,"Birmingham, England",VT,6,4.8,9,0,13.8,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,aa_qual,"Birmingham, England",VT1,NA,4.8,8.9,0.1,13.6,Joshua_Cook
Cook,Joshua,M,WAL,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,14,5,8.1,0,13.1,Joshua_Cook
Cooper,Elliott,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,27,4.8,7.65,0,12.45,Elliott_Cooper
Cooper,Elliott,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,17,4.2,8.1,0,12.3,Elliott_Cooper
Cooper,Elliott,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,16,4.8,7.9,0,12.7,Elliott_Cooper
Cooper,Elliott,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,13,4.3,7.75,0,12.05,Elliott_Cooper
Cooper,Elliott,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,28,4.5,7.05,0,11.55,Elliott_Cooper
Cooper,Elliott,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,31,4.8,8.05,0.3,12.55,Elliott_Cooper
Cooper,Tyde,F,RSA,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",BB,20,4.8,5.45,0.1,10.15,Tyde_Cooper
Cooper,Tyde,F,RSA,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",FX,13,4.4,6.65,0,11.05,Tyde_Cooper
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,NA,6.2,7.2,0,13.4,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,NA,5.8,8.2,0,14,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",HB,NA,5.3,8.05,0,13.35,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",HB,NA,5.3,8.3,0,13.6,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PB,NA,5.3,7.15,0,12.45,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PB,NA,4.9,7.5,0,12.4,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PH,NA,4.2,5.8,0,10,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PH,NA,4.6,6.7,0,11.3,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",SR,NA,5,8.25,0,13.25,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",SR,NA,5,7.4,0,12.4,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,NA,5.6,7.7,0.3,13,Matt_Cormier
Cormier,Matt,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,NA,5.2,7.8,0.3,12.7,Matt_Cormier
Cormier,Matt,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",FX,1,6.2,8.5,0,14.7,Matt_Cormier
Cormier,Matt,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",HB,4,5.3,8.5,0,13.8,Matt_Cormier
Cormier,Matt,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",PB,15,5.3,8.2,0,13.5,Matt_Cormier
Cormier,Matt,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",PH,28,4.6,6.9,0,11.5,Matt_Cormier
Cormier,Matt,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",SR,11,5,8.3,0,13.3,Matt_Cormier
Cormier,Matt,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",VT,4,5.6,8.35,0.1,13.85,Matt_Cormier
Cormier,Matt,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",FX,36,5.4,4.75,0,10.15,Matt_Cormier
Cormier,Matt,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",HB,15,4.8,8.15,0,12.95,Matt_Cormier
Cormier,Matt,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",PB,36,4.6,6.45,0,11.05,Matt_Cormier
Cormier,Matt,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",PH,24,4.2,7.9,0,12.1,Matt_Cormier
Cormier,Matt,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",SR,7,4.7,8.8,0,13.5,Matt_Cormier
Cormier,Matt,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",VT,13,5.2,9,0,14.2,Matt_Cormier
Cormier,Matt,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",FX,26,5.7,7.85,0.3,13.25,Matt_Cormier
Cormier,Matt,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",HB,36,5.5,7.2,0,12.7,Matt_Cormier
Cormier,Matt,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PB,79,5,6.3,0,11.3,Matt_Cormier
Cormier,Matt,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PH,57,4.6,5.95,0,10.55,Matt_Cormier
Cormier,Matt,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",SR,61,4.7,6.9,0,11.6,Matt_Cormier
Cormier,Matt,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",VT,42,5.2,8.7,0.3,13.6,Matt_Cormier
Cormier,Matt,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PH,NA,4.3,8.15,0,12.45,Matt_Cormier
Cormier,Matt,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PH,NA,4.6,7.75,0,12.35,Matt_Cormier
Cormier,Matt,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",FX,29,5.6,5.85,0.4,11.05,Matt_Cormier
Cormier,Matt,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",HB,26,5.3,6,0,11.3,Matt_Cormier
Cormier,Matt,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",PB,16,5.3,8.15,0,13.45,Matt_Cormier
Cormier,Matt,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",PH,33,4.2,4.75,0,8.95,Matt_Cormier
Cormier,Matt,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",SR,26,4.3,7.75,0,12.05,Matt_Cormier
Cormier,Matt,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",VT,NA,5.2,7.35,0.3,12.25,Matt_Cormier
Cormier,Matt,M,USA,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,18,5.7,7.5,0.3,12.9,Matt_Cormier
Cormier,Matt,M,USA,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",HB,15,5.3,6.75,0,12.05,Matt_Cormier
Cormier,Matt,M,USA,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PB,16,4.7,8,0,12.7,Matt_Cormier
Corrales,Jhossua,M,CRC,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,13,4.5,8.2,0,12.7,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,24,3.5,7.6,0,11.1,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,29,3.5,7.3,0,10.8,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,26,3.5,7.55,0,11.05,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,14,4.8,8.85,0,13.65,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,11,4.8,8.85,0,13.65,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",FX,NA,4.3,6.833,0.2,10.933,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",HB,NA,3.4,5.9,0,9.3,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",PB,NA,3.7,7.167,0,10.867,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",SR,NA,3.4,7.4,0,10.8,Jhossua_Corrales
Corrales,Jhossua,M,CRC,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,team_qual,"Medellin, Colombia",VT,NA,4.8,8.767,0,13.567,Jhossua_Corrales
Correa,Patrick,M,BRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,49,5.6,6.65,0,12.25,Patrick_Correa
Correa,Patrick,M,BRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,46,5.1,6.85,0,11.95,Patrick_Correa
Correa,Patrick,M,BRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,29,5,7.4,0,12.4,Patrick_Correa
Correa,Patrick,M,BRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,46,4.7,7.9,0,12.6,Patrick_Correa
Correa,Patrick,M,BRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,16,5.2,9.3,0,14.5,Patrick_Correa
Cosman,Lilia,F,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,45,5.1,7.633,0,12.733,Lilia_Cosman
Cosman,Lilia,F,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,37,5.4,7.633,0,13.033,Lilia_Cosman
Cosman,Lilia,F,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,26,4.6,9.033,0,13.633,Lilia_Cosman
Cosman,Lilia,F,ROU,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,35,5.3,7.366,0,12.666,Lilia_Cosman
Cosman,Lilia,F,ROU,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,30,4.6,8.666,0.1,13.166,Lilia_Cosman
Costa,Mafalda,F,POR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,59,4.5,7.066,0,11.566,Mafalda_Costa
Costa,Mafalda,F,POR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,61,4.5,7.3,0,11.8,Mafalda_Costa
