gymnast,floor_int,hbars_int,pbars_int,horse_int,rings_int,vault_int,avg_diff_hb,sd_diff_hb,avg_diff_fx,sd_diff_fx,avg_diff_pb,sd_diff_pb,avg_diff_vault,sd_diff_vault,avg_diff_ph,sd_diff_ph,avg_diff_sr,sd_diff_sr
Zachary_Marckx,0.2132561427534978,NA,NA,NA,-0.25009792453981533,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,5.5,NA
Zachary_Nunez,-9.13097440221974e-4,0.3235623702088665,0.02503194257669306,0.15829448846399177,0.20251135247335386,-0.18348286465351765,4.5,NA,5.133333333333333,0.05773502691896288,5.125,0.2217355782608346,5.1,0.20000000000000018,5.65,0.5,4.7,NA
Ayden_Johnston,NA,-0.6040993622425168,0.03947162038562634,NA,NA,NA,4.3,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA
Blake_Sun,NA,0.15584599391546738,-0.14485377474098038,0.5294058566993778,NA,NA,4.233333333333333,0.28867513459481314,NA,NA,6.222222222222222,0.25873624493766717,NA,NA,5.333333333333333,0.2345207879911716,NA,NA
Brandon_Briones,NA,0.010272688705844243,NA,NA,0.4508523701314229,0.27539206082303525,6,0.17320508075688762,NA,NA,NA,NA,5.2,0,NA,NA,5.6,0
Brandon_Nguyen,NA,0.007306864255987215,-0.023889616789575668,0.6033146812831096,0.7996909325234798,0.2823134645562093,5.8,0,NA,NA,5.366666666666666,0.23094010767585052,4.8,0,4.566666666666666,0.05773502691896237,4.6,0
Caden_Peacock,NA,-0.1078007863190366,0.058752112875601455,NA,0.3498736979287421,-0.24257283820740314,4.6,NA,NA,NA,3.8,NA,4.8,NA,NA,NA,4.3,NA
Caden_Spencer,NA,-0.27118316187819597,-0.08320773432519434,-0.35792060986209595,-0.3185052328446667,NA,5.4,NA,NA,NA,5,NA,NA,NA,3.8,NA,4.4,NA
Cailen_Walker,NA,0.033507056443536,NA,-0.21103365976811747,NA,-0.08788951473013636,4.9,NA,NA,NA,NA,NA,5.2,NA,5.5,NA,NA,NA
Caleb_Rickard,NA,0.07741177011274167,NA,0.1085783599697225,NA,-0.12750354234772243,4.6,NA,NA,NA,NA,NA,5.2,NA,4.4,NA,NA,NA
Curran_Phillips,NA,0.14210210206646862,-0.1982962691943348,NA,NA,0.41422540357216736,5.625,0.27344602259445505,NA,NA,6.72,0.19346465162548795,5.2,0,NA,NA,NA,NA
Favian_Valdez,NA,0.033507056443536,-0.08569123606627511,0.05766948098554613,NA,-0.42083596248653776,4.9,NA,NA,NA,5.1,NA,4.8,NA,5.2,NA,NA,NA
J.r._Chou,NA,0.20736363086946327,0.2619371585369061,-0.06922967567753488,NA,NA,5.133333333333333,0.05773502691896288,NA,NA,5.866666666666666,0.23094010767585052,NA,NA,5.933333333333334,0.20816659994661302,NA,NA
Justin_Ah,NA,-0.06069817206484557,-0.022749339127789998,-0.2460413053451094,NA,NA,4.7,NA,NA,NA,5.2,NA,NA,NA,5.6,NA,NA,NA
Kristian_Grahovski,NA,-0.03222783809828784,0.012740622672408901,0.0031094129779838213,-0.2553513984037111,NA,4.4,NA,NA,NA,4.9,NA,NA,NA,5.2,NA,4.4,NA
Logan_Teal,NA,0.2530306247895649,0.0032607211603586637,NA,-0.3816539696458862,-0.009604538338377752,3.4,NA,NA,NA,3.4,NA,3.2,NA,NA,NA,3.8,NA
Nate_Warren,NA,-0.5439607937244173,-0.18674001253243797,NA,0.05514900701796491,NA,4.1,NA,NA,NA,3.9,NA,NA,NA,NA,NA,5.1,NA
Nikolai_Kolesnikov,NA,-0.4335217103671405,NA,NA,-0.08694457165431897,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA
Ryan_Vanichtheeranont,NA,0.029509680712304916,-0.24399396856369293,-0.2588204669269604,-0.03957154936399684,NA,4.4,NA,NA,NA,4.7,NA,NA,NA,2.8,NA,3.9,NA
Sam_Lee,NA,-0.18657163512476949,0.020191127895651043,NA,NA,-0.12373075535464653,4.4,NA,NA,NA,4.6,NA,4.8,NA,NA,NA,NA,NA
Tyler_Tran,NA,-0.42208470639572393,-0.2851718712711222,NA,NA,NA,3.9,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA
Brandon_Dang,NA,NA,NA,-0.03591777422126894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0,NA,NA
Christian_Marsh,NA,NA,0.04633460417019795,-0.19241481132771648,0.3340877881383721,NA,NA,NA,NA,NA,4.3,NA,NA,NA,4.2,NA,4,NA
Clayton_Cunningham,NA,NA,NA,-0.3001553630919097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA
Ian_Skirkey,NA,NA,NA,-0.14298346878809823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.371428571428571,0.1889822365046138,NA,NA
Kyle_Walchuk,NA,NA,-0.14307860808392814,-0.15055079796471404,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,6.2,NA,NA,NA
Mac_Seyler,NA,NA,NA,-0.08917591563978741,0.13935751803239765,-0.599099086765673,NA,NA,NA,NA,NA,NA,4.8,NA,5.9,NA,4.7,NA
Maddox_Pabellon,NA,NA,NA,-0.060091063858635975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA
Noah_Sano,NA,NA,-0.21946857514366297,-0.27721238816810323,0.027621344070861146,NA,NA,NA,NA,NA,4.833333333333333,0.23094010767585,NA,NA,5.033333333333333,0.1527525231651946,4.466666666666667,0.05773502691896237
Parker_Thackston,NA,NA,NA,-0.1546479972488622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA
Patrick_Hoopes,NA,NA,0.20764877241510257,-0.2999274979117496,NA,NA,NA,NA,NA,NA,4.233333333333333,0.11547005383792526,NA,NA,6.414285714285715,0.10690449676496967,NA,NA
Ronan_Mcquillan,NA,NA,NA,0.26317214490258994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA
Stephen_Nedoroscik,NA,NA,NA,0.40395351805232865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.358333333333333,0.4316107954950604,NA,NA
Adriel_Perales-Valencia,NA,NA,0.11744794375699417,NA,-0.3395650070578805,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,5.4,NA
Tas_Hajdu,NA,NA,-0.14177014922018863,NA,-0.8184722392289487,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,4.3,NA
Ashton_Anaya,NA,NA,NA,NA,-0.1290539248012727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA
Matt_Underhill,NA,NA,NA,NA,0.10251183402881306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
Reuven_Anderson,NA,NA,NA,NA,-1.0974110203493552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
Troy_Lipis,NA,NA,NA,NA,-0.9245468402757252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,0.26457513110645914
Zachary_Cipra,NA,NA,NA,NA,-1.3658020726240774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA
